0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.300000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000056e-01,2.005191458716201414e+00,1.000094653407652912e+00,4.124479304175636407e-03,9.995449850441158191e-01,1.998498823507965039e+00,1.001276639614275428e-07,2.993361969005859269e+00,4.993111673738907186e+00,2.001444463756133548e-03,5.978034582619474513e+00,1.000009731657495626e+00,9.973483525468427313e-01,9.981690026265724880e-01,9.506500433846537534e-01,9.991661808273891721e-01,9.999302830718945767e-01,9.999998623523917995e-01,2.852202069240057300e-02,2.498861782958642961e-07,1.013143055226727540e+00,1.001479247807605555e+00,1.297012669309926913e+01,9.993336024417054375e-01,1.998000765522095490e+00,9.981542647644747746e-01
2.000000000000000111e-01,2.010356789864909732e+00,1.000189047230602979e+00,8.006297365229684063e-03,9.990902894745989915e-01,1.996995992078532733e+00,4.009990573511266801e-07,2.986748709984889061e+00,4.986248267113817079e+00,3.996130035933753884e-03,5.957027579138349793e+00,1.000019305328101238e+00,9.948875520253277482e-01,9.963749271687659670e-01,9.037330472197954156e-01,9.983299862429866334e-01,9.998806956734019868e-01,9.999998370996828756e-01,5.563612676069751989e-02,9.986661961856067829e-07,1.025630166473408211e+00,1.002952577331292394e+00,1.294166337854055726e+01,9.987804039303190828e-01,1.996003729124928849e+00,9.963173329360613950e-01
3.000000000000000444e-01,2.015495447723118172e+00,1.000283012352639833e+00,1.165763480687890749e-02,9.986356864533998401e-01,1.995491092833273861e+00,9.024132462452610512e-07,2.980159549615314152e+00,4.979408636103008767e+00,5.984375321199985991e-03,5.936930366040477303e+00,1.000028480342009862e+00,9.926083200943742746e-01,9.946155564644056923e-01,8.591299437124998439e-01,9.974910663100609032e-01,9.998498060962287548e-01,9.999996821971705030e-01,8.141127407754263079e-02,2.243114916305881456e-06,1.037493500187900208e+00,1.004419940448394222e+00,1.291453773222237800e+01,9.983341458876879848e-01,1.994008469180680532e+00,9.944889661148876847e-01
4.000000000000000222e-01,2.020606869136044370e+00,1.000376372574708794e+00,1.509008438160302189e-02,9.981809489658955981e-01,1.993983717384780974e+00,1.604058107127895616e-06,2.973593830915422398e+00,4.972591650956238674e+00,7.966458433650043872e-03,5.917696647459731452e+00,1.000037013486319237e+00,9.905017978671736278e-01,9.928887813858160438e-01,8.167274296359908758e-01,9.966490800271525785e-01,9.998362384014689574e-01,9.999991530242535731e-01,1.059130291435828597e-01,3.979864183721318002e-06,1.048763622287459230e+00,1.005881269384682364e+00,1.288868083078557270e+01,9.979889094871053912e-01,1.992014570194919454e+00,9.926689322581127017e-01
5.000000000000000000e-01,2.025693340556617983e+00,1.000470089512612848e+00,1.831480814863020029e-02,9.977269012661929004e-01,1.992475427264911003e+00,2.507940332683707984e-06,2.967053440606675085e+00,4.965800903740285932e+00,9.942952902531844092e-03,5.899288265038403978e+00,1.000045788210234710e+00,9.885606870571955751e-01,9.911934771603901906e-01,7.764182426457773012e-01,9.958047219228716163e-01,9.998398335699828499e-01,9.999991317711141026e-01,1.292044731939724911e-01,6.210105778385720643e-06,1.059471005143701738e+00,1.007337795675763426e+00,1.286404065587462320e+01,9.977397031036102648e-01,1.990023525513439751e+00,9.908578543513594239e-01
6.000000000000000888e-01,2.030753513758247752e+00,1.000563658174452586e+00,2.134233708607117738e-02,9.972730203541295690e-01,1.990965261627683835e+00,3.613018092114454854e-06,2.960536997756112232e+00,4.959033928168016914e+00,1.191399096688115604e-02,5.881661304696226722e+00,1.000054244094799705e+00,9.867765379351824961e-01,9.895274700908542886e-01,7.380989459990925372e-01,9.949573783619198863e-01,9.998589959695570739e-01,9.999990564558013384e-01,1.513450935642547679e-01,8.929109056364269495e-06,1.069643037198930280e+00,1.008789062147579241e+00,1.284055037602912108e+01,9.975810191399592242e-01,1.988034382985068627e+00,9.890552584658027779e-01
7.000000000000000666e-01,2.035787327369406707e+00,1.000657092696455308e+00,2.418267512901142030e-02,9.968192648263151101e-01,1.989453161186548025e+00,4.919426715455798905e-06,2.954044304265928123e+00,4.952290437891201158e+00,1.387982557372982075e-02,5.864776886744235362e+00,1.000062336237051319e+00,9.851418630384923825e-01,9.878890914816207403e-01,7.016721495465586544e-01,9.941069118096614865e-01,9.998927174376016636e-01,9.999988808372410887e-01,1.723913325028159915e-01,1.213452754307456187e-05,1.079306167815262230e+00,1.010235197973722077e+00,1.281815281542736251e+01,9.975079414832587199e-01,1.986047066615369117e+00,9.872610683972021794e-01
8.000000000000000444e-01,2.040794674715673107e+00,1.000750382757536361e+00,2.684537522701630971e-02,9.963655742524508696e-01,1.987939032452030519e+00,6.427186958285182836e-06,2.947575113274230052e+00,4.945570058352392273e+00,1.584068040143355935e-02,5.848597789259269319e+00,1.000069999082217276e+00,9.836494754039104560e-01,9.862767367873356283e-01,6.670448304996023925e-01,9.932531741848636964e-01,9.999400147870938227e-01,9.999985379457460022e-01,1.923970597494058798e-01,1.582381690035466700e-05,1.088485610087975175e+00,1.011676298780321392e+00,1.279679313168468724e+01,9.975157903769188428e-01,1.984061466659410966e+00,9.854751919228083024e-01
9.000000000000000222e-01,2.045775387487084096e+00,1.000843490056674945e+00,2.933952382848334373e-02,9.959118659682463237e-01,1.986422741374082035e+00,8.136239649131629198e-06,2.941129127845170999e+00,4.938872318610452616e+00,1.779674885624655742e-02,5.833088489325537473e+00,1.000077142751327974e+00,9.822924992923502963e-01,9.846888642588786933e-01,6.341284929454507058e-01,9.923960025791559447e-01,9.999999263966167229e-01,9.999979364719033814e-01,2.114134801762691251e-01,1.999432292451377110e-05,1.097205295548628001e+00,1.013112421595694812e+00,1.277641886011812034e+01,9.976001229618671751e-01,1.982077434440940200e+00,9.836975204332232270e-01
1.000000000000000000e+00,2.050729229169454992e+00,1.000936345989971610e+00,3.167376098638583631e-02,9.954580329653123227e-01,1.984904109522396709e+00,1.004643092680792270e-05,2.934705996418736085e+00,4.932196642335514802e+00,1.974819462323402705e-02,5.818215068095990539e+00,1.000083650684908898e+00,9.810643532888918550e-01,9.831239893432212051e-01,6.028389644130539571e-01,9.915352169802107429e-01,1.000071507501974599e+00,9.999969584063119754e-01,2.294892525282101470e-01,2.464325414811851614e-05,1.105487928080043147e+00,1.014543582341207006e+00,1.275697976284257074e+01,9.977567181610728086e-01,1.980094778712880643e+00,9.819279273669293540e-01
1.100000000000000089e+00,2.055659731172149840e+00,1.001030356718255021e+00,3.385646635379561259e-02,9.950052946461958037e-01,1.983385384685695252e+00,1.216282861268173094e-05,2.928308446378657059e+00,4.925548294141334438e+00,2.169568177673264139e-02,5.803952806720700686e+00,1.000090854423945075e+00,9.799602868482917284e-01,9.815817476701629296e-01,5.730971164909338667e-01,9.906719288879057839e-01,1.000155369418319840e+00,9.999969349373599714e-01,2.466715340249095167e-01,2.977740054778655829e-05,1.113356875267458745e+00,1.015971520682022344e+00,1.273844549352671329e+01,9.979823220210419787e-01,1.978115646982125719e+00,9.801673110861758298e-01
1.200000000000000178e+00,2.060564402117112337e+00,1.001124548001256276e+00,3.589552683610847117e-02,9.945527350230405350e-01,1.981864911691744613e+00,1.448186934267890639e-05,2.921934217213709495e+00,4.918923106172458759e+00,2.363902828439876785e-02,5.790265718483355251e+00,1.000097755262598476e+00,9.789732494425005260e-01,9.800601391553129815e-01,5.448244736113214692e-01,9.898051883300671427e-01,1.000249716620723150e+00,9.999968649464467951e-01,2.630047716723807882e-01,3.538767593232740148e-05,1.120832007608542291e+00,1.017395187535662382e+00,1.272075886838978143e+01,9.982726296054851289e-01,1.976138419818814773e+00,9.784149110435274022e-01
1.300000000000000044e+00,2.065443248606734894e+00,1.001218945212467126e+00,3.779818181554762263e-02,9.941003388898779214e-01,1.980342678424693581e+00,1.700394707313187279e-05,2.915583193314029931e+00,4.912320929214126330e+00,2.557837742574795362e-02,5.777125933295517157e+00,1.000104336489844981e+00,9.780978052882138840e-01,9.785579918403101152e-01,5.179507479578046025e-01,9.889349180478705925e-01,1.000353847215518899e+00,9.999967306020962621e-01,2.785296434447205316e-01,4.147250234323344260e-05,1.127932364078805927e+00,1.018814689845292998e+00,1.270387894830090048e+01,9.986242034746382057e-01,1.974163069842646223e+00,9.766706809278592472e-01
1.400000000000000133e+00,2.070296292296092577e+00,1.001313567196855603e+00,3.957159927948352557e-02,9.936480866335180018e-01,1.978818667229177430e+00,1.972924643098316385e-05,2.909255226234507052e+00,4.905741572544281226e+00,2.751386335511457962e-02,5.764505828402977983e+00,1.000110576993006761e+00,9.773285506819012758e-01,9.770741482279352574e-01,4.924062765628787752e-01,9.880610437281305281e-01,1.000467066062143306e+00,9.999965093990454967e-01,2.932864499161837446e-01,4.802979891739552018e-05,1.134676791484377611e+00,1.020230128474779008e+00,1.268776512485718833e+01,9.990336562876688253e-01,1.972189560673888842e+00,9.749345631851653593e-01
